Churn,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
True,Male,False,Yes,No,18,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55
False,Male,False,No,No,10,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85
True,Female,False,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45
False,Female,False,Yes,No,57,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6
False,Female,False,No,No,8,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.25
False,Male,False,Yes,No,33,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35
False,Male,True,No,No,64,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5
False,Male,False,No,No,9,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9
False,Male,True,Yes,Yes,60,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95
False,Male,False,No,No,54,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65
False,Female,False,Yes,Yes,46,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95
True,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9
False,Male,False,No,No,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6
False,Male,False,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55
False,Male,False,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8
False,Female,False,No,No,48,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85
False,Male,False,Yes,Yes,45,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75
False,Female,False,Yes,No,37,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85
False,Male,True,No,No,11,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25
False,Male,False,Yes,Yes,55,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4
True,Male,True,No,No,12,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45
False,Male,False,No,Yes,39,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45
False,Male,False,No,No,38,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95
True,Female,False,No,No,15,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65
False,Female,True,Yes,No,45,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1
False,Female,False,Yes,No,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05
False,Male,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35
False,Male,False,No,No,16,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95
False,Male,False,No,No,53,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.1
True,Female,False,Yes,No,13,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75
False,Male,True,Yes,Yes,71,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9
False,Male,False,Yes,No,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15
False,Male,True,Yes,Yes,71,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7
False,Female,False,Yes,Yes,14,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8
True,Male,False,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35
True,Male,True,No,No,50,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7
False,Male,False,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0
True,Female,True,No,No,49,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85
False,Male,False,Yes,Yes,37,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95
True,Male,False,No,No,43,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0
True,Female,False,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65
False,Male,False,Yes,Yes,7,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55
False,Male,False,No,No,57,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55
True,Male,False,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15
True,Female,True,Yes,No,8,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65
False,Female,False,Yes,Yes,61,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8
False,Female,False,No,Yes,2,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55
False,Female,False,Yes,No,46,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1
False,Female,False,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05
False,Female,True,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85
True,Male,True,Yes,No,16,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3
True,Male,False,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65
False,Male,False,No,No,25,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75
False,Female,False,No,No,64,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4
False,Male,False,Yes,Yes,24,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25
True,Male,False,Yes,No,14,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1
False,Female,True,No,No,15,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0
True,Male,False,No,No,9,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4
False,Male,True,No,No,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3
False,Male,True,Yes,No,50,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05
False,Female,False,No,No,12,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6
True,Female,False,Yes,No,19,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2
False,Female,False,No,No,69,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5
False,Female,False,Yes,Yes,66,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45
False,Female,False,Yes,Yes,5,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8
False,Male,False,No,Yes,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95
False,Male,True,No,No,69,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1
True,Male,False,No,No,12,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05
False,Male,False,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65
False,Male,False,Yes,Yes,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15
False,Male,True,Yes,No,57,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85
True,Female,False,No,No,38,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25
False,Male,False,No,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05
True,Male,True,No,No,24,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1
False,Male,True,No,No,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4
False,Female,False,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15
True,Female,False,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65
True,Male,False,No,No,36,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4
False,Male,False,No,No,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05
False,Male,False,Yes,Yes,58,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05
True,Male,False,Yes,No,42,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25
True,Female,False,No,No,5,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25
True,Female,False,Yes,Yes,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55
False,Male,False,Yes,Yes,50,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25
True,Male,False,Yes,Yes,6,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3
True,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5
False,Male,False,Yes,No,27,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55
False,Female,False,Yes,No,6,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65
False,Male,False,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7
False,Male,False,Yes,Yes,67,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.8
False,Female,False,No,No,70,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6
False,Female,False,No,Yes,48,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95
True,Female,False,No,No,16,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2
False,Female,False,No,No,13,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15
True,Male,False,No,No,5,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6
False,Female,False,Yes,Yes,72,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05
False,Female,False,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15
False,Male,False,No,No,24,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85
True,Male,False,No,No,1,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3
False,Female,False,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75
False,Female,False,Yes,No,68,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7
True,Female,False,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9
False,Male,False,No,Yes,62,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05
False,Female,False,Yes,Yes,41,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7
False,Female,True,Yes,Yes,46,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2
True,Male,True,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05
False,Male,False,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25
False,Male,False,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25
True,Female,True,Yes,No,2,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15
True,Female,True,No,No,2,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85
False,Female,False,No,No,60,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15
False,Male,False,No,No,40,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9
False,Male,False,Yes,Yes,27,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75
True,Male,False,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3
False,Female,False,Yes,No,1,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85
True,Male,False,Yes,Yes,6,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6
True,Male,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3
False,Male,True,No,No,34,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.15
True,Female,False,No,Yes,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6
False,Male,False,Yes,Yes,32,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6
True,Female,False,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8
False,Female,False,No,No,27,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25
False,Female,False,No,No,12,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15
False,Female,False,No,No,65,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6
True,Male,False,Yes,No,2,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4
True,Male,False,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15
False,Female,False,Yes,Yes,62,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7
False,Female,False,No,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.0
False,Male,False,Yes,Yes,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55
False,Female,False,Yes,No,71,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6
False,Female,False,Yes,Yes,72,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45
True,Male,False,No,Yes,12,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75
False,Female,False,No,No,31,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85
False,Female,False,Yes,No,45,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.25
False,Male,False,No,No,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8
False,Male,False,Yes,Yes,45,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0
False,Male,False,No,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4
False,Female,False,No,No,17,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55
False,Male,False,No,No,54,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1
False,Male,False,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35
False,Male,False,Yes,Yes,22,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0
True,Male,False,No,No,12,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45
True,Male,False,Yes,Yes,49,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8
True,Female,False,Yes,No,2,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45
True,Male,False,Yes,Yes,24,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75
False,Female,False,Yes,No,53,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.1
False,Female,False,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9
False,Male,True,Yes,No,56,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65
False,Male,False,No,No,28,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1
False,Male,False,No,Yes,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7
True,Male,False,No,Yes,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9
True,Female,False,No,No,11,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5
True,Female,False,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95
False,Female,True,Yes,No,56,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65
False,Female,False,No,No,7,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1
True,Male,True,No,No,66,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9
False,Female,False,Yes,Yes,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05
False,Male,False,Yes,No,57,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75
False,Female,False,Yes,Yes,47,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05
False,Female,False,No,Yes,8,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5
False,Male,True,No,No,12,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35
False,Female,False,Yes,Yes,58,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1
False,Male,False,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.9
True,Female,False,No,No,7,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0
False,Male,False,No,No,52,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75
False,Male,False,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25
True,Female,False,No,No,22,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8
True,Male,True,Yes,Yes,46,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.7
False,Male,False,No,Yes,39,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55
False,Female,False,Yes,Yes,63,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35
False,Male,False,Yes,Yes,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85
False,Female,False,Yes,Yes,54,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35
False,Male,False,No,No,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5
False,Male,False,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1
False,Male,False,Yes,No,43,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25
True,Male,True,No,No,38,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15
False,Male,True,Yes,No,21,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.55
True,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2
False,Male,False,No,No,19,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7
False,Male,False,Yes,No,59,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75
True,Male,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15
False,Female,False,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95
False,Male,False,No,Yes,29,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55
False,Female,False,Yes,Yes,36,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65
True,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6
False,Male,False,No,No,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35
True,Female,False,No,No,39,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45
False,Female,True,Yes,No,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55
False,Male,False,Yes,Yes,12,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3
False,Female,False,Yes,No,58,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05
False,Male,False,Yes,No,57,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7
False,Female,False,Yes,Yes,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15
False,Female,False,No,No,23,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55
False,Female,False,No,No,33,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95
True,Female,True,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0
False,Male,False,Yes,Yes,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9
False,Male,False,Yes,Yes,34,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85
True,Male,False,Yes,Yes,14,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45
False,Male,False,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3
False,Male,False,Yes,No,71,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5
False,Male,False,Yes,Yes,64,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05
False,Male,False,Yes,Yes,53,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0
False,Female,False,Yes,No,68,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95
True,Male,False,Yes,Yes,5,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15
False,Male,True,No,No,52,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95
True,Male,False,Yes,No,67,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1
False,Female,False,No,No,68,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5
False,Female,False,Yes,Yes,49,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0
False,Male,False,Yes,Yes,37,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0
True,Male,False,No,No,23,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0
False,Male,False,No,No,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45
False,Female,False,No,No,70,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7
False,Male,False,No,No,40,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9
False,Female,False,Yes,Yes,69,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3
False,Female,False,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7
False,Male,False,Yes,Yes,61,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9
False,Female,False,No,No,26,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5
