gender,SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,0,72,0,25.4,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,9,1,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,74.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,1,1,90.6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,65,1,105.85,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,52,1,64.3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,9,1,74.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,1,1,39.65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,21,0,19.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,63,0,24.65,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,6,1,90.1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,25,1,19.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,66,1,47.4,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,44,1,90.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,60,0,79.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,18,1,99.85,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,60,1,99.8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,11,0,23.15,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,59,1,61.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,12,1,49.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,8,0,65.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,28,1,29.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,12,1,84.05,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,30,1,107.5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,0,0,12,1,83.8,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,2,0,49.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,3,0,55.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,41,1,40.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,55,1,25.65,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,8,1,81.25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,72,1,103.4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,0,72,1,100.55,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,30,0,86.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,0,1,1,25,1,25.4,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,1,75.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,46,1,104.45,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,32,1,99.55,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,31,1,80.45,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,68,1,54.1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,58,1,109.1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,70,1,58.4,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,1,1,1,1,80.05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,48,1,83.45,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,1,0,72,1,110.65,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,1,1,3,1,56.15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,2,1,70.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,8,0,84.95,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,63,1,20.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,35,1,100.5,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,1,13,1,96.65,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,1,1,30,1,64.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,60,1,60.2,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,33,0,91.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,54,0,106.55,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,67,1,109.4,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,1,0,25,1,71.05,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,72,1,111.6,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,18,1,80.65,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,63,0,19.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,39,1,23.8,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,33,0,20.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,48,0,19.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,10,0,86.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,10,0,49.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,0,45,1,84.55,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,28,1,105.7,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,64,1,115.1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,48,1,60.35,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,1,0,68,0,90.2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,6,1,73.85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,29,0,19.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,39,0,25.2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,0,20,1,84.35,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,3,1,49.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,52,1,59.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,71,1,116.25,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,41,1,79.85,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,1,1,69,0,39.1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,1,1,68,1,84.4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,1,0,0,20,0,54.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,1,0,7,1,101.95,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,35,0,20.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,1,1,17,0,19.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,1,0,49.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,7,1,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,62,1,115.05,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,1,1,25.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,44,0,19.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,39,0,35.55,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0,0,1,1,12,0,29.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,72,1,109.2,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,47,0,20.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,15,0,101.75,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,1,2,1,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,54,1,24.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,69,1,95.65,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
1,0,0,0,72,1,65.6,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,21,1,20.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,3,0,21.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,46,1,95.65,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,1,1,0,34,0,71.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,31,0,93.8,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,72,1,107.7,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,37,0,19.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,60,0,19.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,1,0,44,1,30.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,62,1,110.75,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,0,0,25,1,89.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,42,0,19.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,25,0,99.3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,18,0,55.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,9,1,83.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,68,0,76.75,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,1,1,84.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,47,1,106.4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,12,0,20.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,2,1,79.65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,15,1,19.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,1,1,0,78.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,51,1,94.8,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,1,1,63,0,25.25,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,32,0,94.8,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,29,1,98.6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,1,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,41,1,104.45,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,1,50,0,20.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,56,0,24.3,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,1,1,57,1,95.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
1,0,0,1,3,0,55.9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,22,1,20.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,36,0,25.1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,1,22,0,20.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,70,0,19.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,14,0,50.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,18,0,19.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,23,1,73.75,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
0,1,1,0,7,1,84.55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,20.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,71,1,116.1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,4,0,56.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,64,0,102.1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,35,1,62.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,1,11,1,78.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,27,1,100.5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,1,0,64,1,105.25,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,71,1,118.65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,1,0,74.1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,1,1,1,34,1,79.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,69,1,66.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,9,0,69.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,18.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1,1,50.35,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,21,0,61.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,13,1,56.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,7,0,69.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,25.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,57,1,53.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0,1,0,0,11,0,89.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,19,0,20.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,72,1,105.75,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,1,1,45,1,84.35,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,1,0,60,1,49.45,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
1,0,0,0,42,0,79.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,48,0,45.55,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,55,1,64.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
0,0,0,0,1,0,79.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,6,1,93.55,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,9,1,18.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,9,0,40.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,5,0,50.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,43,1,78.8,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,7,1,25.05,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,1,1,71,0,100.2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,1,1,0,32,0,79.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,8,0,20.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,72,1,108.2,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,12,0,74.05,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,51,0,107.45,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,0,0,39,1,48.95,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,3,1,19.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,26,0,75.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,35,0,20.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,1,27,0,19.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,3,1,69.35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,2,0,81.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,18,1,90.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,26,0,61.55,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,65,1,109.4,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,41,1,89.2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,67,0,116.2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,1,22,1,88.75,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,64,0,65.8,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,27,0,30.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,3,1,96.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,1,0,50.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,65,0,94.4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,24,1,94.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,51,1,56.4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1,1,1,0,13,1,95.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,61,1,19.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,72,0,78.85,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,69,1,26.3,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,1,1,44,0,20.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,70,0,26.05,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,1,40,0,20.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,61,0,75.35,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
1,0,1,0,23,1,59.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,72,1,110.15,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,1,62,0,86.1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,1,1,50,1,39.45,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,0,64,0,102.1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,47,0,100.75,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,54,0,111.1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,47,0,20.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,58,0,20.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,34,0,77.2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,60,0,25.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,12,1,58.35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,1,0,68,1,105.3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,64,0,69.25,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0,22,1,24.85,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,11,1,94.2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,15,1,100.15,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,5,1,81.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,0,14,0,48.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,23,0,54.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,50,0,108.55,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,2,0,19.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,17,1,85.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,59,0,54.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,1,1,1,0,19.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,15,1,55.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,61,1,79.8,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,1,1,53.55,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,10,0,26.1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,69,1,82.45,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
